#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
82376	853271	856052	33591	36125	YJL168C	YPL055C	SET2	LGE1	EZL1|histone methyltransferase SET2|KMT3|L000003090	-	Synthetic Lethality	genetic	Krogan NJ (2003)	12773564	559292	559292	Low Throughput|High Throughput	-	-	inviable	High Throughput: SGA analysis|Low Throughput: Interaction confirmed by tetrad analysis.	-	BIOGRID
1890606	855760	856052	35850	36125	YNR026C	YPL055C	SEC12	LGE1	SED2|Sar family guanine nucleotide exchange factor SEC12|L000001837	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.2431	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: sec12-1-supp1 - lge1 [SGA score = 0.2431, P-value = 0.002287]	-	BIOGRID
1890607	855760	856052	35850	36125	YNR026C	YPL055C	SEC12	LGE1	SED2|Sar family guanine nucleotide exchange factor SEC12|L000001837	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1205	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: sec12-4 - lge1 [SGA score = -0.1205, P-value = 4.29E-8]	-	BIOGRID
1890705	854138	856052	34381	36125	YOL021C	YPL055C	DIS3	LGE1	MTR17|RRP44|exosome catalytic subunit DIS3|L000003486	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1954	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: dis3-1 - lge1 [SGA score = 0.1954, P-value = 0.0001793]	-	BIOGRID
1900146	856052	851746	36125	32219	YPL055C	YDR168W	LGE1	CDC37	-	SMO1|L000000273	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.2489	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - cdc37-1 [SGA score = 0.2489, P-value = 0.02279]	-	BIOGRID
1900147	856052	851979	36125	32432	YPL055C	YDR373W	LGE1	FRQ1	-	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.2218	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - frq1-1 [SGA score = 0.2218, P-value = 0.01758]	-	BIOGRID
1900148	856052	854765	36125	34944	YPL055C	YIL046W	LGE1	MET30	-	ZRG11|L000001093	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1691	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - met30-6 [SGA score = 0.1691, P-value = 2.383E-5]	-	BIOGRID
1900149	856052	854763	36125	34942	YPL055C	YIL048W	LGE1	NEO1	-	putative aminophospholipid-translocating P4-type ATPase NEO1|L000004112	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1605	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - neo1-2 [SGA score = 0.1605, P-value = 1.959E-7]	-	BIOGRID
1900150	856052	854700	36125	34885	YPL055C	YIL106W	LGE1	MOB1	-	L000003356	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.2123	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - mob1-5001 [SGA score = 0.2123, P-value = 2.286E-30]	-	BIOGRID
1900151	856052	854659	36125	34845	YPL055C	YIL147C	LGE1	SLN1	-	YPD2|L000001916	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1708	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - sln1-ts4 [SGA score = 0.1708, P-value = 0.04895]	-	BIOGRID
1900152	856052	854825	36125	35000	YPL055C	YIR008C	LGE1	PRI1	-	DNA primase subunit PRI1|L000001489	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.3027	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - pri1-m4 [SGA score = 0.3027, P-value = 8.951E-15]	-	BIOGRID
1900153	856052	853364	36125	33675	YPL055C	YJL081C	LGE1	ARP4	-	ACT3|L000000027	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1673	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - arp4-g161d [SGA score = 0.1673, P-value = 0.01825]	-	BIOGRID
1900154	856052	854933	36125	35097	YPL055C	YML069W	LGE1	POB3	-	FACT complex subunit POB3|L000003326	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.224	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - pob3-7 [SGA score = 0.1784, P-value = 5.514E-27]|alleles: lge1 - pob3-l78r [SGA score = 0.2240, P-value = 4.44E-11]	-	BIOGRID
1900155	856052	855584	36125	35688	YPL055C	YNL138W	LGE1	SRV2	-	CAP|L000002068	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.3344	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - srv2-2 [SGA score = 0.3344, P-value = 2.972E-26]	-	BIOGRID
1900156	856052	854428	36125	34644	YPL055C	YOR254C	LGE1	SEC63	-	PTL1|protein-transporting protein SEC63|L000001854|L000001269	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1847	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - sec63-1 [SGA score = 0.1847, P-value = 0.0005853]	-	BIOGRID
1900157	856052	854504	36125	34711	YPL055C	YOR326W	LGE1	MYO2	-	CDC66|myosin 2|L000001223	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1643	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - myo2-14 [SGA score = 0.1643, P-value = 0.02032]	-	BIOGRID
1900158	856052	856311	36125	36353	YPL055C	YPR181C	LGE1	SEC23	-	GTPase-activating protein SEC23|L000001846|S000028412	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.177	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - sec23-1 [SGA score = 0.1770, P-value = 0.04532]	-	BIOGRID
1900627	851265	856052	31792	36125	YAR003W	YPL055C	SWD1	LGE1	CPS50|FUN16|SAF49|COMPASS subunit protein SWD1	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.2162	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: swd1 - lge1 [SGA score = 0.2162, P-value = 4.644E-6]	-	BIOGRID
1900899	1466440	856052	36982	36125	YBL071C-B	YPL055C	YBL071C-B	LGE1	-	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1603	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ybl071c-b - lge1 [SGA score = 0.1603, P-value = 0]	-	BIOGRID
1901546	852472	856052	32874	36125	YBR175W	YPL055C	SWD3	LGE1	CPS30|SAF35	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.3585	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: swd3 - lge1 [SGA score = 0.3585, P-value = 0.0002925]	-	BIOGRID
1902165	3289591	856052	37095	36125	YCL058W-A	YPL055C	ADF1	LGE1	-	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.188	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: adf1 - lge1 [SGA score = 0.1880, P-value = 0.02767]	-	BIOGRID
1902728	851485	856052	31987	36125	YDL074C	YPL055C	BRE1	LGE1	E3 ubiquitin-protein ligase BRE1	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1987	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: bre1 - lge1 [SGA score = 0.1987, P-value = 2.58E-5]	-	BIOGRID
1902739	851476	856052	31978	36125	YDL083C	YPL055C	RPS16B	LGE1	ribosomal 40S subunit protein S16B|S9|rp61R|S16B|L000004478	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.2594	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rps16b - lge1 [SGA score = 0.2594, P-value = 2.104E-39]	-	BIOGRID
1903401	851643	856052	32126	36125	YDR071C	YPL055C	PAA1	LGE1	-	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1618	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: paa1 - lge1 [SGA score = 0.1618, P-value = 3.709E-14]	-	BIOGRID
1903471	851656	856052	32139	36125	YDR083W	YPL055C	RRP8	LGE1	-	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1693	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rrp8 - lge1 [SGA score = 0.1693, P-value = 1.435E-48]	-	BIOGRID
1904460	852080	856052	32522	36125	YDR469W	YPL055C	SDC1	LGE1	CPS25|SAF19	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1911	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: sdc1 - lge1 [SGA score = 0.1911, P-value = 0.000147]	-	BIOGRID
1905025	856675	856052	36693	36125	YEL036C	YPL055C	ANP1	LGE1	GEM3|MNN8|L000000089	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.223	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: anp1 - lge1 [SGA score = 0.2230, P-value = 0.004669]	-	BIOGRID
1906691	852764	856052	33137	36125	YGL114W	YPL055C	YGL114W	LGE1	OPT3	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.2425	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ygl114w - lge1 [SGA score = 0.2425, P-value = 0.0001576]	-	BIOGRID
1907071	852607	856052	32996	36125	YGL244W	YPL055C	RTF1	LGE1	CSL3|L000001782	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.2075	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rtf1 - lge1 [SGA score = 0.2075, P-value = 0.0001661]	-	BIOGRID
1908328	856552	856052	36581	36125	YHR147C	YPL055C	MRPL6	LGE1	mitochondrial 54S ribosomal protein YmL16|YmL16|L000001161	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1696	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: mrpl6-supp1 - lge1 [SGA score = 0.1696, P-value = 1.406E-5]	-	BIOGRID
1908773	854794	856052	34970	36125	YIL018W	YPL055C	RPL2B	LGE1	LOT2|RPL5A|ribosomal 60S subunit protein L2B|L2|rp8|YL6|L5B|L2B|L000001707	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1867	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rpl2b - lge1 [SGA score = 0.1867, P-value = 0.004625]	-	BIOGRID
1909422	853367	856052	33678	36125	YJL078C	YPL055C	PRY3	LGE1	L000003218	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1823	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pry3 - lge1 [SGA score = 0.1823, P-value = 0.01726]	-	BIOGRID
1911304	850702	856052	31289	36125	YLR015W	YPL055C	BRE2	LGE1	CPS60	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.195	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: bre2 - lge1 [SGA score = 0.1950, P-value = 1.122E-15]	-	BIOGRID
1912084	851051	856052	31601	36125	YLR337C	YPL055C	VRP1	LGE1	END5|MDP2|YLR337W|L000001055|L000002481	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1804	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: vrp1-supp1 - lge1 [SGA score = 0.1804, P-value = 1.454E-23]	-	BIOGRID
1912271	851086	856052	31631	36125	YLR371W	YPL055C	ROM2	LGE1	Rho family guanine nucleotide exchange factor ROM2|L000003182	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.3453	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rom2-supp2 - lge1 [SGA score = 0.3453, P-value = 1.975E-16]	-	BIOGRID
1914046	855661	856052	35759	36125	YNL064C	YPL055C	YDJ1	LGE1	HSP40|MAB3|MAS5|type I HSP40 co-chaperone YDJ1|L000002503|L000003567|S000029274	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1802	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ydj1 - lge1 [SGA score = 0.1802, P-value = 0.0007807]	-	BIOGRID
1914998	855478	856052	35596	36125	YNL243W	YPL055C	SLA2	LGE1	END4|MOP2|L000001913|L000002421	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.3925	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: sla2 - lge1 [SGA score = 0.3925, P-value = 0.003106]	-	BIOGRID
1915116	855473	856052	35591	36125	YNL248C	YPL055C	RPA49	LGE1	DNA-directed RNA polymerase I subunit RPA49|A49|L000001673	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1648	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rpa49-supp1 - lge1 [SGA score = 0.1648, P-value = 0.02643]	-	BIOGRID
1915420	855420	856052	35541	36125	YNL297C	YPL055C	MON2	LGE1	YSL2	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.2921	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: mon2-supp1 - lge1 [SGA score = 0.2921, P-value = 8.553E-6]	-	BIOGRID
1915514	855401	856052	35524	36125	YNL315C	YPL055C	ATP11	LGE1	L000000148	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.3071	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: atp11 - lge1 [SGA score = 0.3071, P-value = 0.004759]	-	BIOGRID
1915792	855773	856052	35863	36125	YNR037C	YPL055C	RSM19	LGE1	mitochondrial 37S ribosomal protein RSM19	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1843	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rsm19-supp1 - lge1 [SGA score = 0.1843, P-value = 7.195E-6]	-	BIOGRID
1916144	854065	856052	34314	36125	YOL088C	YPL055C	MPD2	LGE1	protein disulfide isomerase MPD2|L000004182	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1815	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: mpd2 - lge1 [SGA score = 0.1815, P-value = 0.001668]	-	BIOGRID
1916532	854208	856052	34444	36125	YOR043W	YPL055C	WHI2	LGE1	L000002485	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.168	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: whi2 - lge1 [SGA score = 0.1680, P-value = 4.898E-11]	-	BIOGRID
1917667	856052	850347	36125	30971	YPL055C	YCL010C	LGE1	SGF29	-	-	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1675	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - sgf29 [SGA score = 0.1675, P-value = 0.01138]	-	BIOGRID
1917668	856052	852607	36125	32996	YPL055C	YGL244W	LGE1	RTF1	-	CSL3|L000001782	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.2501	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - rtf1 [SGA score = 0.2501, P-value = 1.293E-6]	-	BIOGRID
1917669	856052	856362	36125	36399	YPL055C	YHL023C	LGE1	NPR3	-	RMD11	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1605	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - npr3 [SGA score = 0.1605, P-value = 3.785E-6]	-	BIOGRID
1917670	856052	856583	36125	36611	YPL055C	YHR178W	LGE1	STB5	-	L000003368	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1671	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - stb5 [SGA score = 0.1671, P-value = 4.971E-5]	-	BIOGRID
1917671	856052	855102	36125	35254	YPL055C	YMR078C	LGE1	CTF18	-	CHL12|L000000431|L000000325	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.173	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - ctf18 [SGA score = 0.1730, P-value = 1.299E-8]	-	BIOGRID
1917672	856052	854116	36125	34361	YPL055C	YOL041C	LGE1	NOP12	-	S000007491	Positive Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	0.1834	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - nop12 [SGA score = 0.1834, P-value = 8.963E-11]	-	BIOGRID
1957922	851201	856052	31734	36125	YAL032C	YPL055C	PRP45	LGE1	FUN20|mRNA splicing protein PRP45|L000000638	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2339	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: prp45-5002 - lge1 [SGA score = -0.2339, P-value = 7.724E-5]	-	BIOGRID
1957980	851200	856052	31733	36125	YAL033W	YPL055C	POP5	LGE1	FUN53|RNA-binding protein POP5|L000004301|L000000649	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2258	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pop5-5006 - lge1 [SGA score = -0.2258, P-value = 3.973E-6]	-	BIOGRID
1958912	852239	856052	32656	36125	YBL041W	YPL055C	PRE7	LGE1	PRS3|proteasome core particle subunit beta 6|L000002699	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2815	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pre7-5001 - lge1 [SGA score = -0.2815, P-value = 2.018E-10]	-	BIOGRID
1959757	852289	856052	32705	36125	YBR004C	YPL055C	GPI18	LGE1	FMP44	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1571	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: gpi18-5001 - lge1 [SGA score = -0.1571, P-value = 0.02917]	-	BIOGRID
1960223	852344	856052	32756	36125	YBR055C	YPL055C	PRP6	LGE1	RNA6|TSM7269|L000001499	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1644	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: prp6-ts - lge1 [SGA score = -0.1644, P-value = 6.03E-7]	-	BIOGRID
1961290	852407	856052	32814	36125	YBR110W	YPL055C	ALG1	LGE1	chitobiosyldiphosphodolichol beta-1,4 mannosyltransferase|L000000076	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1667	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: alg1-1 - lge1 [SGA score = -0.1667, P-value = 8.587E-5]	-	BIOGRID
1961509	852432	856052	32835	36125	YBR135W	YPL055C	CKS1	LGE1	cyclin-dependent protein kinase regulatory subunit CKS1|L000000347	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2334	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: cks1-38 - lge1 [SGA score = -0.2334, P-value = 1.476E-7]	-	BIOGRID
1961704	852451	856052	32853	36125	YBR154C	YPL055C	RPB5	LGE1	DNA-directed RNA polymerase core subunit RPB5|ABC27|L000001590|L000001679	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1415	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rpb5-5001 - lge1 [SGA score = -0.1415, P-value = 9.652E-5]	-	BIOGRID
1963411	850305	856052	30933	36125	YCL052C	YPL055C	PBN1	LGE1	L000003219	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1547	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pbn1-5001 - lge1 [SGA score = -0.1547, P-value = 0.04063]	-	BIOGRID
1965006	851461	856052	31965	36125	YDL097C	YPL055C	RPN6	LGE1	NAS4|proteasome regulatory particle lid subunit RPN6|L000004306	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1391	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rpn6-5001 - lge1 [SGA score = -0.1391, P-value = 0.0005304]	-	BIOGRID
1965117	851456	856052	31960	36125	YDL102W	YPL055C	POL3	LGE1	CDC2|HPR6|TEX1|DNA-directed DNA polymerase delta POL3|L000000242	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2813	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: cdc2-1 - lge1 [SGA score = -0.1269, P-value = 0.01541]|alleles: cdc2-2 - lge1 [SGA score = -0.2813, P-value = 9.279E-6]|alleles: cdc2-7 - lge1 [SGA score = -0.1211, P-value = 0.01517]	-	BIOGRID
1965767	851431	856052	31937	36125	YDL126C	YPL055C	CDC48	LGE1	AAA family ATPase CDC48|L000000280	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2556	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: cdc48-1 - lge1 [SGA score = -0.2407, P-value = 6.878E-11]|alleles: cdc48-3 - lge1 [SGA score = -0.2556, P-value = 0.0002671]	-	BIOGRID
1966008	851416	856052	31922	36125	YDL139C	YPL055C	SCM3	LGE1	L000003281	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2462	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: scm3-5007 - lge1 [SGA score = -0.2462, P-value = 7.602E-5]	-	BIOGRID
